Araç,Sayfa,Başlık,Entry No,Entry Metni,tokens
fiat egea,52,fiat egea,9,"ne idüğü belirsiz 2. el araba fiyatlarının yüksekliği nedeniyle c sınıfında alınabilecek f/p gamındaki en uygun araçlardan birisidir.fiestamı sattıktan sonra sıfır araç arayışında bütçeme uygun iki araç vardı. birisi toledo 1.2 tsi benzinli diğeri egea 1.3 urban. toledo kafama çok yatsa da doğuş otonun müşterisini taşşağına takmaması, pazarlık yapmaması, 0 faizli kredi vermemesi nedeniyle seçimimi egea'dan yana kullandım. seat'tan kredi kullansaydım 57 bin liralık araç 61 bine geliyordu. öğretmenler günü indirimi ve peder beyin ikna edici pazarlık teknikleriyle baya da iyi fiyata aldık. adamlar iki öğün karnımızı da doyurdular. en uygun sigortayı da yaptılar daha ne olsun. en düşük sigorta teklifi 1100 liraydı adamlar 700 liraya yaptırdılar. 64.500 'e 1.3 mj2 urban paket metalik (gümüş gri) renk aracımı alalı 1 ay oldu. araç şu anda 1500 km'de. ivmelenmesi güzel. araçta; hız sabitleme, dijital klima, direksiyonda city mode, abs, esp, asr, lastik basınç kontrolü özellikleri ve en önemlisi mj 2 motoru olması güzel. bakımları pahalı değil, yedek parçası bol. 5. vites 3000 devirde 130-135 km hız yapıyor. rüzgar sesi 140'tan sonra biraz hissediliyor. süspansiyonlar lokum gibi. virajlarda yanlamıyor fazla. yakıt tüketimi 5.6 l yarısı uzun yol yarısı şehir içi sayılır. *keşke 1.6 mj ya da hb urban plus alsaymışım dediğim oluyor bazen ama olan oldu artık. hb urban plusta adaptif cruise control var artı olarak. linea da kullandım ama alakası yok bu arada iki aracın. sorularınızı alabilirim.","['idüğü', 'belirsiz', '2.', 'el', 'araba', 'fiyatlarının', 'yüksekliği', 'nedeniyle', 'c', 'sınıfında', 'alınabilecek', 'f/p', 'gamındaki', 'uygun', 'araçlardan', 'birisidir.fiestamı', 'sattıktan', 'sonra', 'sıfır', 'araç', 'arayışında', 'bütçeme', 'uygun', 'iki', 'araç', 'vardı', 'birisi', 'toledo', '1.2', 'tsi', 'benzinli', 'diğeri', 'egea', '1.3', 'urban', 'toledo', 'kafama', 'yatsa', 'doğuş', 'otonun', 'müşterisini', 'taşşağına', 'takmaması', 'pazarlık', 'yapmaması', '0', 'faizli', 'kredi', 'vermemesi', 'nedeniyle', 'seçimimi', ""egea'dan"", 'yana', 'kullandım', ""seat'tan"", 'kredi', 'kullansaydım', '57', 'bin', 'liralık', 'araç', '61', 'bine', 'geliyordu', 'öğretmenler', 'günü', 'indirimi', 'peder', 'beyin', 'ikna', 'edici', 'pazarlık', 'teknikleriyle', 'baya', 'iyi', 'fiyata', 'aldık', 'adamlar', 'iki', 'öğün', 'karnımızı', 'doyurdular', 'uygun', 'sigortayı', 'yaptılar', 'olsun', 'düşük', 'sigorta', 'teklifi', '1100', 'liraydı', 'adamlar', '700', 'liraya', 'yaptırdılar', '64.500', 'e', '1.3', 'mj2', 'urban', 'paket', 'metalik', 'gümüş', 'gri', 'renk', 'aracımı', 'alalı', '1', 'ay', 'oldu', 'araç', 'anda', '1500', ""km'de"", 'ivmelenmesi', 'güzel', 'araçta', 'hız', 'sabitleme', 'dijital', 'klima', 'direksiyonda', 'city', 'mode', 'abs', 'esp', 'asr', 'lastik', 'basınç', 'kontrolü', 'özellikleri', 'önemlisi', 'mj', '2', 'motoru', 'olması', 'güzel', 'bakımları', 'pahalı', 'değil', 'yedek', 'parçası', 'bol', '5.', 'vites', '3000', 'devirde', '130-135', 'km', 'hız', 'yapıyor', 'rüzgar', 'sesi', ""140'tan"", 'sonra', 'biraz', 'hissediliyor', 'süspansiyonlar', 'lokum', 'virajlarda', 'yanlamıyor', 'fazla', 'yakıt', 'tüketimi', '5.6', 'l', 'yarısı', 'uzun', 'yol', 'yarısı', 'şehir', 'içi', 'sayılır', 'keşke', '1.6', 'mj', 'hb', 'urban', 'plus', 'alsaymışım', 'dediğim', 'oluyor', 'bazen', 'olan', 'oldu', 'artık', 'hb', 'urban', 'plusta', 'adaptif', 'cruise', 'control', 'var', 'artı', 'olarak', 'linea', 'kullandım', 'alakası', 'yok', 'arada', 'iki', 'aracın', 'sorularınızı', 'alabilirim']"
fiat egea,52,fiat egea,10,"bellir bir dönem f/p oranı sebebi ile kullandığım araçtır. ama 1.4 benzinli versiyonunu almanızı tavsiye etmem, kullandığım süre boyunca aracı bir türlü sahiplenemedim. dışarıdan baktığımda çok hoşuma gitsede içi istenilen keyfi vermemiştir.","['bellir', 'bir', 'dönem', 'f/p', 'oranı', 'sebebi', 'kullandığım', 'araçtır', '1.4', 'benzinli', 'versiyonunu', 'almanızı', 'tavsiye', 'etmem', 'kullandığım', 'süre', 'boyunca', 'aracı', 'bir', 'türlü', 'sahiplenemedim', 'dışarıdan', 'baktığımda', 'hoşuma', 'gitsede', 'içi', 'istenilen', 'keyfi', 'vermemiştir']"
fiat egea,53,fiat egea,1,"otomotiv distribütörleri derneği'nin yayımladığı 2016 yıl sonu pazar - model dökümleri listesine göre, c1 segmentte yer alan egea sedan modeli 34.755 satış adedi ile 2016 yılında en çok satan binek otomobil modeli olmuştur.","['otomotiv', 'distribütörleri', ""derneği'nin"", 'yayımladığı', '2016', 'yıl', 'sonu', 'pazar', 'model', 'dökümleri', 'listesine', 'göre', 'c1', 'segmentte', 'yer', 'alan', 'egea', 'sedan', 'modeli', '34.755', 'satış', 'adedi', '2016', 'yılında', 'satan', 'binek', 'otomobil', 'modeli', 'olmuştur']"
fiat egea,53,fiat egea,2,"baz modelinde arka koltuklarının yatmıyor olduğunu, geçirdiğimiz bir kaza sonrası bagajın yarısına kadar içerisine girmesinden dolayı bavullarımızı, koltukları yatırarak içeriden almaya çalıştığımızda öğrendiğimiz otomobil.aynı durum lounge paketinde de geçerli midir bilmiyorum ama eğer öyleyse beklentilerin bir çok anlamda gerisinde kalan bir otomobilde bir saçmalık daha gerçekleşmiş olur. baz egea alıp, koltuklarını yatıramamaktan dolayı bagaj hacminin artırılamaması kadar saçma ne vardır, bilmiyorum. 2012 model baz lineada yatırılıyor bu arada.baz modelde bagaj kapağı açmak için bagaj kapağı üzerinde düğme yokken ve bagaj iç konsoldaki düğmeden ya da kumandadan açılabiliyorken, lounge pakette kapak üzerinde de düğme bulunuyor.bu nasıl bir donanım anlayışıdır, anlayabilmek mümkün değil.klasik fiattan uzaklaşıldı, iyi birşeyler geldi diyorduk ama; klasik fiat.egea bazı konularda lineanın bile gerisinde kalmış.","['baz', 'modelinde', 'arka', 'koltuklarının', 'yatmıyor', 'olduğunu', 'geçirdiğimiz', 'bir', 'kaza', 'sonrası', 'bagajın', 'yarısına', 'kadar', 'içerisine', 'girmesinden', 'dolayı', 'bavullarımızı', 'koltukları', 'yatırarak', 'içeriden', 'almaya', 'çalıştığımızda', 'öğrendiğimiz', 'otomobil.aynı', 'durum', 'lounge', 'paketinde', 'geçerli', 'midir', 'bilmiyorum', 'öyleyse', 'beklentilerin', 'bir', 'anlamda', 'gerisinde', 'kalan', 'bir', 'otomobilde', 'bir', 'saçmalık', 'gerçekleşmiş', 'olur', 'baz', 'egea', 'alıp', 'koltuklarını', 'yatıramamaktan', 'dolayı', 'bagaj', 'hacminin', 'artırılamaması', 'kadar', 'saçma', 'vardır', 'bilmiyorum', '2012', 'model', 'baz', 'lineada', 'yatırılıyor', 'arada.baz', 'modelde', 'bagaj', 'kapağı', 'açmak', 'bagaj', 'kapağı', 'üzerinde', 'düğme', 'yokken', 'bagaj', 'iç', 'konsoldaki', 'düğmeden', 'kumandadan', 'açılabiliyorken', 'lounge', 'pakette', 'kapak', 'üzerinde', 'düğme', 'bulunuyor.bu', 'bir', 'donanım', 'anlayışıdır', 'anlayabilmek', 'mümkün', 'değil.klasik', 'fiattan', 'uzaklaşıldı', 'iyi', 'birşeyler', 'geldi', 'diyorduk', 'klasik', 'fiat.egea', 'konularda', 'lineanın', 'bile', 'gerisinde', 'kalmış']"
fiat egea,53,fiat egea,3,ford mustang'in 2 yıldız aldığı bir testten baz donanımlısı 3 güvenlik paketlisi 4 yıldız almıştır. demek ki güvenlik paketli egea alırsın ford olursun lord mustang'den iki kat güvenli ahdsajshdbajsdh... evet sözlükçüler ne diyorsunuz bu işe?,"['ford', ""mustang'in"", '2', 'yıldız', 'aldığı', 'bir', 'testten', 'baz', 'donanımlısı', '3', 'güvenlik', 'paketlisi', '4', 'yıldız', 'almıştır', 'demek', 'güvenlik', 'paketli', 'egea', 'alırsın', 'ford', 'olursun', 'lord', ""mustang'den"", 'iki', 'kat', 'güvenli', 'ahdsajshdbajsdh', '...', 'evet', 'sözlükçüler', 'diyorsunuz', 'işe']"
fiat egea,53,fiat egea,4,"geçtim rakip marka araçarı fiat punto'nun 12 yıl önce 5 yıldız aldığı testte beş yıldızı alamamış araçtır.şimdi ""o yıllardaki ncap kriterleri şimdiye göre daha kolaydı yea"" diyenler olacak.yani bu da şu demek oluyor: o zaman marka 11-12 yıl boyunca, ncap kriterleri daha da zorlu hale gelirken güvenlik olarak yerinde saymış.yakıtını, performansını bir kenara bırakın.kim ne derse desin bu araç güvenlik yönünden sınıfta kalmıştır.çoğu firmanın şirket aracı olarak, maliyetleri ön planda tuttuğundan güvenlik paketlisini almadığını da göz önünde bulunduralım.bırakın firmaları, ekonomik sebeplerle dolu paket benzinli yerine başlangıç seviyesi olsun ama dizel olsun az yaksın diye alan insan var.ha yok ben onu bunu bilmem dizeli az yakıyor diye alıyorsanız sizin bileceğiniz iş.benim için güvenlik de en az ekonomi kadar önemlidir zira.","['geçtim', 'rakip', 'marka', 'araçarı', 'fiat', ""punto'nun"", '12', 'yıl', 'önce', '5', 'yıldız', 'aldığı', 'testte', 'beş', 'yıldızı', 'alamamış', 'araçtır.şimdi', '``', 'yıllardaki', 'ncap', 'kriterleri', 'şimdiye', 'göre', 'kolaydı', 'yea', ""''"", 'diyenler', 'olacak.yani', 'demek', 'oluyor', 'zaman', 'marka', '11-12', 'yıl', 'boyunca', 'ncap', 'kriterleri', 'zorlu', 'hale', 'gelirken', 'güvenlik', 'olarak', 'yerinde', 'saymış.yakıtını', 'performansını', 'bir', 'kenara', 'bırakın.kim', 'derse', 'desin', 'araç', 'güvenlik', 'yönünden', 'sınıfta', 'kalmıştır.çoğu', 'firmanın', 'şirket', 'aracı', 'olarak', 'maliyetleri', 'ön', 'planda', 'tuttuğundan', 'güvenlik', 'paketlisini', 'almadığını', 'göz', 'önünde', 'bulunduralım.bırakın', 'firmaları', 'ekonomik', 'sebeplerle', 'dolu', 'paket', 'benzinli', 'yerine', 'başlangıç', 'seviyesi', 'olsun', 'dizel', 'olsun', 'yaksın', 'alan', 'insan', 'var.ha', 'yok', 'ben', 'onu', 'bunu', 'bilmem', 'dizeli', 'yakıyor', 'alıyorsanız', 'sizin', 'bileceğiniz', 'iş.benim', 'güvenlik', 'ekonomi', 'kadar', 'önemlidir', 'zira']"
fiat egea,53,fiat egea,5,"www.youtube.com/watch?v=v5l5xdc4tn0güvenlik konusunda rakipleri şurada verilmiş. aşağı yukarı aynı fiyatlara, sadece ncap değil small overlap testinde de fena olmayan skorlara sahip arabalar varken bu aracı güvenliğine güvenmek pek güzel görünmüyor.","['www.youtube.com/watch', 'v=v5l5xdc4tn0güvenlik', 'konusunda', 'rakipleri', 'şurada', 'verilmiş', 'aşağı', 'yukarı', 'aynı', 'fiyatlara', 'sadece', 'ncap', 'değil', 'small', 'overlap', 'testinde', 'fena', 'olmayan', 'skorlara', 'sahip', 'arabalar', 'varken', 'aracı', 'güvenliğine', 'güvenmek', 'pek', 'güzel', 'görünmüyor']"
fiat egea,53,fiat egea,6,(bkz: şirket arabası)(bkz: taksici gözdesi)ötesi yoktur,"['bkz', 'şirket', 'arabası', 'bkz', 'taksici', 'gözdesi', 'ötesi', 'yoktur']"
fiat egea,53,fiat egea,7,(bkz: fiat egea)tenekedir net.,"['bkz', 'fiat', 'egea', 'tenekedir', 'net']"
fiat egea,53,fiat egea,8,"güvenlik konusunda bazılarının haklılık payı olsa da yolda gezinme ve benzeri sorunlarla karşı karşıya kalanların haksız olduğunu düşündüğüm araba. balans ayarı bozulmuş bmw'nin dahi yolda direksiyonu titrer. rot ayarı bozuk her araba yolda gezer. dingil eğriliği bulunan, gönyesi kaçmış mercedes dahi sağa sola çeker. arkadan baktığında arabanın yengeç gibi gittiğini görürsün. arabanın yürüyen aksamının sağlamlığını tartışırsın ama direksiyonu titriyor, yolda geziyor demek sadece egea için değil başka hangi araba olursa olsun bok atmak için geçerli sebep değil.","['güvenlik', 'konusunda', 'bazılarının', 'haklılık', 'payı', 'olsa', 'yolda', 'gezinme', 'benzeri', 'sorunlarla', 'karşı', 'karşıya', 'kalanların', 'haksız', 'olduğunu', 'düşündüğüm', 'araba', 'balans', 'ayarı', 'bozulmuş', ""bmw'nin"", 'dahi', 'yolda', 'direksiyonu', 'titrer', 'rot', 'ayarı', 'bozuk', 'araba', 'yolda', 'gezer', 'dingil', 'eğriliği', 'bulunan', 'gönyesi', 'kaçmış', 'mercedes', 'dahi', 'sağa', 'sola', 'çeker', 'arkadan', 'baktığında', 'arabanın', 'yengeç', 'gittiğini', 'görürsün', 'arabanın', 'yürüyen', 'aksamının', 'sağlamlığını', 'tartışırsın', 'direksiyonu', 'titriyor', 'yolda', 'geziyor', 'demek', 'sadece', 'egea', 'değil', 'başka', 'hangi', 'araba', 'olursa', 'olsun', 'bok', 'atmak', 'geçerli', 'sebep', 'değil']"
fiat egea,53,fiat egea,9,fiyatına göre mantıklı araçtır. bunun yerine 5-6 yaşında bmw yürütmeyi daha mantıklı gören beyinleri ortaya çıkarmıştır.,"['fiyatına', 'göre', 'mantıklı', 'araçtır', 'bunun', 'yerine', '5-6', 'yaşında', 'bmw', 'yürütmeyi', 'mantıklı', 'gören', 'beyinleri', 'ortaya', 'çıkarmıştır']"
fiat egea,53,fiat egea,10,(bkz: sahibinden.com)(bkz: ekşi ilan),"['bkz', 'sahibinden.com', 'bkz', 'ekşi', 'ilan']"
fiat egea,54,fiat egea,1,kağıttan araba yapmışlar.,"['kağıttan', 'araba', 'yapmışlar']"
fiat egea,54,fiat egea,2,(bkz: ekşi sözlük ikinci el araç ağı),"['bkz', 'ekşi', 'sözlük', 'ikinci', 'el', 'araç', 'ağı']"
fiat egea,54,fiat egea,3,"jato dynamics'in verilerine göre avrupa piyasasındafiat tipo adıyla sedan, hatchback ve stationwagon kasa seçenekleriyle beraber toplam 9642 adet satmış ocak 2017'de. bu istatistikle aynı pazarda en çok satmış 50 model içinde 33. olmayı başarmış. aynı zamanda kompakt sınıfta saydığıma göre (premium'lar dahil, suv/crossover'lar yok) 9. sırada yer alarak toyota auris (corolla hb), seat leon gibi otomobilleri de geride bırakmış ilk 50 listesinde. kompakt sınıfta en çok satan otomobiller ise referans olması açısından;volkswagen golf: 37,645 adetopel astra: 20,654 adetskoda octavia: 18,777 adet yok octavia kompakt değil, diyenler için ise;ford focus: 16,760---------edit: entry'de ilk başta avrupa birliği demiştim ancak listede bulgaristan yok, sırbistan var, norveç var, malta yok... o yüzden ""avrupa piyasası"" olarak düzeltiyorum. bulgaristan ve diğer doğu avrupa/rusya pazarı ile ülkemiz eklendiğinde satış yukarı çıkacaktır. dacia'nın tipo/egea boyutunda bir arabasının bulunmaması (megane 4'ün low cost hali yok mesela), koreli hyundai i30 ve kia cee'd'in kasa değişiminin gelmesi gibi nedenler aracın bu değerlere erişmesini sağlıyor.","['jato', ""dynamics'in"", 'verilerine', 'göre', 'avrupa', 'piyasasındafiat', 'tipo', 'adıyla', 'sedan', 'hatchback', 'stationwagon', 'kasa', 'seçenekleriyle', 'beraber', 'toplam', '9642', 'adet', 'satmış', 'ocak', ""2017'de"", 'istatistikle', 'aynı', 'pazarda', 'satmış', '50', 'model', 'içinde', '33.', 'olmayı', 'başarmış', 'aynı', 'zamanda', 'kompakt', 'sınıfta', 'saydığıma', 'göre', ""premium'lar"", 'dahil', ""suv/crossover'lar"", 'yok', '9.', 'sırada', 'yer', 'alarak', 'toyota', 'auris', 'corolla', 'hb', 'seat', 'leon', 'otomobilleri', 'geride', 'bırakmış', 'ilk', '50', 'listesinde', 'kompakt', 'sınıfta', 'satan', 'otomobiller', 'referans', 'olması', 'açısından', 'volkswagen', 'golf', '37,645', 'adetopel', 'astra', '20,654', 'adetskoda', 'octavia', '18,777', 'adet', 'yok', 'octavia', 'kompakt', 'değil', 'diyenler', 'ford', 'focus', '16,760', '--', '--', '--', '--', '-edit', ""entry'de"", 'ilk', 'başta', 'avrupa', 'birliği', 'demiştim', 'ancak', 'listede', 'bulgaristan', 'yok', 'sırbistan', 'var', 'norveç', 'var', 'malta', 'yok', '...', 'yüzden', '``', 'avrupa', 'piyasası', ""''"", 'olarak', 'düzeltiyorum', 'bulgaristan', 'diğer', 'doğu', 'avrupa/rusya', 'pazarı', 'ülkemiz', 'eklendiğinde', 'satış', 'yukarı', 'çıkacaktır', ""dacia'nın"", 'tipo/egea', 'boyutunda', 'bir', 'arabasının', 'bulunmaması', 'megane', ""4'ün"", 'low', 'cost', 'hali', 'yok', 'mesela', 'koreli', 'hyundai', 'i30', 'kia', ""cee'd'in"", 'kasa', 'değişiminin', 'gelmesi', 'nedenler', 'aracın', 'değerlere', 'erişmesini', 'sağlıyor']"
fiat egea,54,fiat egea,4,sahip olduğumuz 1.6 dizel hatchback modeli 100km de 8lt yakmakta. bu ne arkadaş sanki sürekli bayır çıkıyoruz,"['sahip', 'olduğumuz', '1.6', 'dizel', 'hatchback', 'modeli', '100km', '8lt', 'yakmakta', 'arkadaş', 'sürekli', 'bayır', 'çıkıyoruz']"
fiat egea,54,fiat egea,5,"5.000 km' de cam otomatiği bozulan, 10.000 km' de aks bilyası dağılan ve el freni tutmayan arabadır. bilen bilir meşhur sakar belinden aşağı en kısa yoldan inmemizi sağlıyordu. bir mezarlık önünden geçerken orta tavan lambasının düşmesi ise bize kısa süreli paranormal aktivite yaşatmıştır. servisleri ve bayiinin aşırı yardımcı tutumları ise genç yaşımızda peygamber sabrı kazanmamızı sağlamıştır.benzini hobi olarak tüketmesini saymıyorum bile.hayatı uçlarda yaşamayı seviyorum, her günüm aksiyonla, telefonda saatlerce dert anlatmayla geçsin, sinir stres sahibi olayım diyorsanız almanızı tavsiye ederim.","['5.000', 'km', 'cam', 'otomatiği', 'bozulan', '10.000', 'km', 'aks', 'bilyası', 'dağılan', 'el', 'freni', 'tutmayan', 'arabadır', 'bilen', 'bilir', 'meşhur', 'sakar', 'belinden', 'aşağı', 'kısa', 'yoldan', 'inmemizi', 'sağlıyordu', 'bir', 'mezarlık', 'önünden', 'geçerken', 'orta', 'tavan', 'lambasının', 'düşmesi', 'bize', 'kısa', 'süreli', 'paranormal', 'aktivite', 'yaşatmıştır', 'servisleri', 'bayiinin', 'aşırı', 'yardımcı', 'tutumları', 'genç', 'yaşımızda', 'peygamber', 'sabrı', 'kazanmamızı', 'sağlamıştır.benzini', 'hobi', 'olarak', 'tüketmesini', 'saymıyorum', 'bile.hayatı', 'uçlarda', 'yaşamayı', 'seviyorum', 'günüm', 'aksiyonla', 'telefonda', 'saatlerce', 'dert', 'anlatmayla', 'geçsin', 'sinir', 'stres', 'sahibi', 'olayım', 'diyorsanız', 'almanızı', 'tavsiye', 'ederim']"
fiat egea,54,fiat egea,6,(bkz: uçan teneke),"['bkz', 'uçan', 'teneke']"
fiat egea,54,fiat egea,7,ikame araç olarak verdiler. iki hafta kadar kullanma fırsatı buldum ki böyle fırsatın amk. daha önce yazılmıştır. lineayı biraz geliştirmişler. ki böyle geliştirmenin de amk. bu arabanın reklamında erdal beşikçioğlu oynamıştı. neden böyle bir hata yaptı anlamak çok güç. arabadan kalitesizlik akıyor lan. neresinden başlasam bilemiyorum. öncelikle 1. vites kalkış vitesi. başka da bir boka yaramıyor. araba çılgın hantal zaten bunu dememe gerek yok. 1.3 multijet2 motoru alıp götlerine soksunlar bana göre. bluetootlu radyo koymuşlar. zahmet etmişler. o da sadece telefon görüşmesinde faal. multimedia yani ses falan aktaramıyorsunuz. telefon görüşmesi sadece. yakıt tüketimi. abovvv. benim aldığım araç 5binde idi. ortalama 33krş yaktı. ki yolun %75i uzun yol. zamanla düşer ama ne kadar düşer allah bilir. ama yine diyorum 1.3 motorun amk. daha başka motor seçenekleri var ise değerlendirilebilir. ama araba değerlendirilemez bana göre. olumlu hiç mi bir şeyi yok. var. yol tutuşu iyi. 150 ile giderken cidden hissettirmiyor mesela. en iyi özelliği bu bence. bu da güven veriyor gibi olsa da olası bir kazada araba ne hale gelir o hızda fikrim yok. bunu da sağlayan sert süspansiyonlar zaten. yoldaki çukuru harfiye size veriyor. çok başarılı gerçekten. bunun dışında benim kullandığım en baz modeli idi. bu sebeple malzeme kalitesi yerlerde. plastikler falan oynuyor baya baya. sinyal ve silecek kolları çok kullanışsız değil. 5 farklı silecek modu var mesela bu iyi bir özellik. standart modlar dışında 2 tane daha aralıklı çalıştırma modu var. kapılar tok sesli bu arada. yalnız bagaj kapağı zangır zangır açılıyor kapanıyor. o o kadar da tok sesli değil asla. geri viteste klasik şanzıman sıkıntısı mevcut. araba daha 5bin de bu arada. ama zaman zaman geri vitese geçirdiğimde vites kutusu aşağı inecek diye bekledim. çünkü baya baya araba sallandı. şaka değil gerçek. bu araba neden alınabilir tam bir fikrim yok. aile sebebiyle belki alınabilir ama bunun yerine ikinci el skoda grubuna bakılabilir belki ki bence daha mantıklı. aile haricinde bu arabanın keyfine alınabileceğini düşünemiyorum. aklım almıyor.,"['ikame', 'araç', 'olarak', 'verdiler', 'iki', 'hafta', 'kadar', 'kullanma', 'fırsatı', 'buldum', 'böyle', 'fırsatın', 'amk', 'önce', 'yazılmıştır', 'lineayı', 'biraz', 'geliştirmişler', 'böyle', 'geliştirmenin', 'amk', 'arabanın', 'reklamında', 'erdal', 'beşikçioğlu', 'oynamıştı', 'böyle', 'bir', 'hata', 'yaptı', 'anlamak', 'güç', 'arabadan', 'kalitesizlik', 'akıyor', 'lan', 'neresinden', 'başlasam', 'bilemiyorum', 'öncelikle', '1.', 'vites', 'kalkış', 'vitesi', 'başka', 'bir', 'boka', 'yaramıyor', 'araba', 'çılgın', 'hantal', 'zaten', 'bunu', 'dememe', 'gerek', 'yok', '1.3', 'multijet2', 'motoru', 'alıp', 'götlerine', 'soksunlar', 'bana', 'göre', 'bluetootlu', 'radyo', 'koymuşlar', 'zahmet', 'etmişler', 'sadece', 'telefon', 'görüşmesinde', 'faal', 'multimedia', 'ses', 'falan', 'aktaramıyorsunuz', 'telefon', 'görüşmesi', 'sadece', 'yakıt', 'tüketimi', 'abovvv', 'benim', 'aldığım', 'araç', '5binde', 'idi.', 'ortalama', '33krş', 'yaktı', 'yolun', '75i', 'uzun', 'yol', 'zamanla', 'düşer', 'kadar', 'düşer', 'allah', 'bilir', 'yine', 'diyorum', '1.3', 'motorun', 'amk', 'başka', 'motor', 'seçenekleri', 'var', 'değerlendirilebilir', 'araba', 'değerlendirilemez', 'bana', 'göre', 'olumlu', 'mi', 'bir', 'şeyi', 'yok', 'var', 'yol', 'tutuşu', 'iyi', '150', 'giderken', 'cidden', 'hissettirmiyor', 'mesela', 'iyi', 'özelliği', 'bence', 'güven', 'veriyor', 'olsa', 'olası', 'bir', 'kazada', 'araba', 'hale', 'gelir', 'hızda', 'fikrim', 'yok', 'bunu', 'sağlayan', 'sert', 'süspansiyonlar', 'zaten', 'yoldaki', 'çukuru', 'harfiye', 'size', 'veriyor', 'başarılı', 'gerçekten', 'bunun', 'dışında', 'benim', 'kullandığım', 'baz', 'modeli', 'idi.', 'sebeple', 'malzeme', 'kalitesi', 'yerlerde', 'plastikler', 'falan', 'oynuyor', 'baya', 'baya', 'sinyal', 'silecek', 'kolları', 'kullanışsız', 'değil', '5', 'farklı', 'silecek', 'modu', 'var', 'mesela', 'iyi', 'bir', 'özellik', 'standart', 'modlar', 'dışında', '2', 'tane', 'aralıklı', 'çalıştırma', 'modu', 'var', 'kapılar', 'tok', 'sesli', 'arada', 'yalnız', 'bagaj', 'kapağı', 'zangır', 'zangır', 'açılıyor', 'kapanıyor', 'kadar', 'tok', 'sesli', 'değil', 'asla', 'geri', 'viteste', 'klasik', 'şanzıman', 'sıkıntısı', 'mevcut', 'araba', '5bin', 'arada', 'zaman', 'zaman', 'geri', 'vitese', 'geçirdiğimde', 'vites', 'kutusu', 'aşağı', 'inecek', 'bekledim', 'baya', 'baya', 'araba', 'sallandı', 'şaka', 'değil', 'gerçek', 'araba', 'alınabilir', 'tam', 'bir', 'fikrim', 'yok', 'aile', 'sebebiyle', 'alınabilir', 'bunun', 'yerine', 'ikinci', 'el', 'skoda', 'grubuna', 'bakılabilir', 'bence', 'mantıklı', 'aile', 'haricinde', 'arabanın', 'keyfine', 'alınabileceğini', 'düşünemiyorum', 'aklım', 'almıyor']"
