Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni
fiat egea,53,fiat egea,5,"www.youtube.com/watch?v=v5l5xdc4tn0güvenlik konusunda rakipleri şurada verilmiş. aşağı yukarı aynı fiyatlara, sadece ncap değil small overlap testinde de fena olmayan skorlara sahip arabalar varken bu aracı güvenliğine güvenmek pek güzel görünmüyor.","www.youtube.com/watch?v=v5l5xdc4tn0güvenlik konusunda rakipleri şurada verilmiş . aşağı yukarı aynı fiyatlara , sadece ncap değil small överlap testinde de fena olmayan skorlara sahip arabalar varken bu aracı güvenliğine güvenmek pek güzel görünmüyor ."
fiat egea,53,fiat egea,6,(bkz: şirket arabası)(bkz: taksici gözdesi)ötesi yoktur,( bkz : şirket arabası ) ( bkz : taksici gözdesi ) ötesi yoktur
fiat egea,53,fiat egea,7,(bkz: fiat egea)tenekedir net.,( bkz : fiyat eğer ) tenekedir net .
fiat egea,53,fiat egea,8,"güvenlik konusunda bazılarının haklılık payı olsa da yolda gezinme ve benzeri sorunlarla karşı karşıya kalanların haksız olduğunu düşündüğüm araba. balans ayarı bozulmuş bmw'nin dahi yolda direksiyonu titrer. rot ayarı bozuk her araba yolda gezer. dingil eğriliği bulunan, gönyesi kaçmış mercedes dahi sağa sola çeker. arkadan baktığında arabanın yengeç gibi gittiğini görürsün. arabanın yürüyen aksamının sağlamlığını tartışırsın ama direksiyonu titriyor, yolda geziyor demek sadece egea için değil başka hangi araba olursa olsun bok atmak için geçerli sebep değil.","güvenlik konusunda bazılarının haklılık payı olsa da yolda gezinme ve benzeri sorunlarla karşı karşıya kalanların haksız olduğunu düşündüğüm araba . balans ayarı bozulmuş bmw'nin dahi yolda direksiyonu titrer . rot ayarı bozuk her araba yolda gezer . dingil eğriliği bulunan , gönyesi kaçmış mercedes dahi sağa sola çeker . arkadan baktığında arabanın yengeç gibi gittiğini görürsün . arabanın yürüyen aksamının sağlamlığını tartışırsın ama direksiyonu titriyor , yolda geziyor demek sadece ege için değil başka hangi araba olursa olsun bok atmak için geçerli sebep değil ."
fiat egea,53,fiat egea,9,fiyatına göre mantıklı araçtır. bunun yerine 5-6 yaşında bmw yürütmeyi daha mantıklı gören beyinleri ortaya çıkarmıştır.,fiyatına göre mantıklı araçtır . bunun yerine 5-6 yaşında bmw yürütmeyi daha mantıklı gören beyinleri ortaya çıkarmıştır .
fiat egea,53,fiat egea,10,(bkz: sahibinden.com)(bkz: ekşi ilan),( bkz : sahibinden.com ) ( bkz : eksi ilan )
fiat egea,54,fiat egea,1,kağıttan araba yapmışlar.,kağıttan araba yapmışlar .
fiat egea,54,fiat egea,2,(bkz: ekşi sözlük ikinci el araç ağı),( bkz : ekşi sözlük ikinci el araç ağı )
fiat egea,54,fiat egea,3,"jato dynamics'in verilerine göre avrupa piyasasındafiat tipo adıyla sedan, hatchback ve stationwagon kasa seçenekleriyle beraber toplam 9642 adet satmış ocak 2017'de. bu istatistikle aynı pazarda en çok satmış 50 model içinde 33. olmayı başarmış. aynı zamanda kompakt sınıfta saydığıma göre (premium'lar dahil, suv/crossover'lar yok) 9. sırada yer alarak toyota auris (corolla hb), seat leon gibi otomobilleri de geride bırakmış ilk 50 listesinde. kompakt sınıfta en çok satan otomobiller ise referans olması açısından;volkswagen golf: 37,645 adetopel astra: 20,654 adetskoda octavia: 18,777 adet yok octavia kompakt değil, diyenler için ise;ford focus: 16,760---------edit: entry'de ilk başta avrupa birliği demiştim ancak listede bulgaristan yok, sırbistan var, norveç var, malta yok... o yüzden ""avrupa piyasası"" olarak düzeltiyorum. bulgaristan ve diğer doğu avrupa/rusya pazarı ile ülkemiz eklendiğinde satış yukarı çıkacaktır. dacia'nın tipo/egea boyutunda bir arabasının bulunmaması (megane 4'ün low cost hali yok mesela), koreli hyundai i30 ve kia cee'd'in kasa değişiminin gelmesi gibi nedenler aracın bu değerlere erişmesini sağlıyor.","nato dynamicsin verilerine göre avrupa piyasasındafiat tipo adıyla sedan , hatchback ve stationwagon kasa seçenekleriyle beraber toplam 9642 adet satmış ocak 2017'de . bu istatistikle aynı pazarda en çok satmış 50 model içinde 33. olmayı başarmış . aynı zamanda kompakt sınıfta saydığıma göre ( premiumlar dahil , suv / crossöver'lar yok ) 9. sırada yer alarak toyota auris ( corolla hb ) , seat leon gibi otomobilleri de geride bırakmış ilk 50 listesinde . kompakt sınıfta en çok satan otomobiller ise referans olması açısından ; volkswagen golf : 37,645 adetopel astra : 20,654 adetskoda octavia : 18,777 adet yok octavia kompakt değil , diyenler için ise ; ford focus : 16,760 - - - - - - - - - edit : entry'de ilk başta avrupa birliği demiştim ancak listede bulgaristan yok , sırbistan var , norveç var , malta yok ... o yüzden "" avrupa piyasası "" olarak düzeltiyorum . bulgaristan ve diğer doğu avrupa / rusya pazarı ile ülkemiz eklendiğinde satış yukarı çıkacaktır . dacia'nın tipo / eğer boyutunda bir arabasının bulunmaması ( megane dün löw dost hali yok mesela ) , koreli hyundai i30 ve kia Seed ' ın kasa değişiminin gelmesi gibi nedenler aracın bu değerlere erişmesini sağlıyor ."
fiat egea,54,fiat egea,4,sahip olduğumuz 1.6 dizel hatchback modeli 100km de 8lt yakmakta. bu ne arkadaş sanki sürekli bayır çıkıyoruz,sahip olduğumuz 1.6 dizel hatchback modeli 100km de 8lt yakmakta . bu ne arkadaş sanki sürekli bayır çıkıyoruz
fiat egea,54,fiat egea,5,"5.000 km' de cam otomatiği bozulan, 10.000 km' de aks bilyası dağılan ve el freni tutmayan arabadır. bilen bilir meşhur sakar belinden aşağı en kısa yoldan inmemizi sağlıyordu. bir mezarlık önünden geçerken orta tavan lambasının düşmesi ise bize kısa süreli paranormal aktivite yaşatmıştır. servisleri ve bayiinin aşırı yardımcı tutumları ise genç yaşımızda peygamber sabrı kazanmamızı sağlamıştır.benzini hobi olarak tüketmesini saymıyorum bile.hayatı uçlarda yaşamayı seviyorum, her günüm aksiyonla, telefonda saatlerce dert anlatmayla geçsin, sinir stres sahibi olayım diyorsanız almanızı tavsiye ederim.","5.000 km ' de cam otomatiği bozulan , 10.000 km ' de aks Balya'sı dağılan ve el freni tutmayan arabadır . bilen bilir meşhur sakar belinden aşağıya en kısa yoldan inmemizi sağlıyordu . bir mezarlık önünden geçerken orta tavan lambasının düşmesi ise bize kısa süreli paranormal aktivite yaşatmıştır . servisleri ve bayiinin aşırı yardımcı tutumları ise genç yaşımızda peygamber sabrı kazanmamızı sağlamıştır . benzini hobi olarak tüketmesini saymıyorum bile . hayatı uçlarda yaşamayı seviyorum , her günüm aksiyonla , telefonda saatlerce dert anlatmayla geçsin , sinir stres sahibi olayım diyorsanız almanızı tavsiye ederim ."
fiat egea,54,fiat egea,6,(bkz: uçan teneke),( bkz : uçan teneke )
fiat egea,54,fiat egea,7,ikame araç olarak verdiler. iki hafta kadar kullanma fırsatı buldum ki böyle fırsatın amk. daha önce yazılmıştır. lineayı biraz geliştirmişler. ki böyle geliştirmenin de amk. bu arabanın reklamında erdal beşikçioğlu oynamıştı. neden böyle bir hata yaptı anlamak çok güç. arabadan kalitesizlik akıyor lan. neresinden başlasam bilemiyorum. öncelikle 1. vites kalkış vitesi. başka da bir boka yaramıyor. araba çılgın hantal zaten bunu dememe gerek yok. 1.3 multijet2 motoru alıp götlerine soksunlar bana göre. bluetootlu radyo koymuşlar. zahmet etmişler. o da sadece telefon görüşmesinde faal. multimedia yani ses falan aktaramıyorsunuz. telefon görüşmesi sadece. yakıt tüketimi. abovvv. benim aldığım araç 5binde idi. ortalama 33krş yaktı. ki yolun %75i uzun yol. zamanla düşer ama ne kadar düşer allah bilir. ama yine diyorum 1.3 motorun amk. daha başka motor seçenekleri var ise değerlendirilebilir. ama araba değerlendirilemez bana göre. olumlu hiç mi bir şeyi yok. var. yol tutuşu iyi. 150 ile giderken cidden hissettirmiyor mesela. en iyi özelliği bu bence. bu da güven veriyor gibi olsa da olası bir kazada araba ne hale gelir o hızda fikrim yok. bunu da sağlayan sert süspansiyonlar zaten. yoldaki çukuru harfiye size veriyor. çok başarılı gerçekten. bunun dışında benim kullandığım en baz modeli idi. bu sebeple malzeme kalitesi yerlerde. plastikler falan oynuyor baya baya. sinyal ve silecek kolları çok kullanışsız değil. 5 farklı silecek modu var mesela bu iyi bir özellik. standart modlar dışında 2 tane daha aralıklı çalıştırma modu var. kapılar tok sesli bu arada. yalnız bagaj kapağı zangır zangır açılıyor kapanıyor. o o kadar da tok sesli değil asla. geri viteste klasik şanzıman sıkıntısı mevcut. araba daha 5bin de bu arada. ama zaman zaman geri vitese geçirdiğimde vites kutusu aşağı inecek diye bekledim. çünkü baya baya araba sallandı. şaka değil gerçek. bu araba neden alınabilir tam bir fikrim yok. aile sebebiyle belki alınabilir ama bunun yerine ikinci el skoda grubuna bakılabilir belki ki bence daha mantıklı. aile haricinde bu arabanın keyfine alınabileceğini düşünemiyorum. aklım almıyor.,ikame araç olarak verdiler . iki hafta kadar kullanma fırsatı buldum ki böyle fırsatın amk . daha önce yazılmıştır . lineayı biraz geliştirmişler . ki böyle geliştirmenin de amk . bu arabanın reklamında erdal beşikçioğlu oynamıştı . neden böyle bir hata yaptı anlamak çok güç . arabadan kalitesizlik akıyor lan . neresinden başlasam bilemiyorum . öncelikle 1. vites kalkış vitesi . başka da bir boka yaramıyor . araba çılgın hantal zaten bunu dememe gerek yok . 1.3 Multijet motoru alıp götlerine soksunlar bana göre . Bluetooth'u radyo koymuşlar . zahmet etmişler . o da sadece telefon görüşmesinde faal . multimedia yani ses falan aktaramıyorsunuz . telefon görüşmesi sadece . yakıt tüketimi . abovvv . benim aldığım araç binde idi . ortalama 33krs yaktı . ki yolun %75 ı uzun yol . zamanla düşer ama ne kadar düşer allah bilir . ama yine diyorum 1.3 motorun amk . daha başka motor seçenekleri var ise değerlendirilebilir . ama araba değerlendirilemez bana göre . olumlu hiç mi bir şeyi yok . var . yol tutuşu iyi . 150 ile giderken cidden hissettirmiyor mesela . en iyi özelliği bu bence . bu da güven veriyor gibi olsa da olası bir kazada araba ne hale gelir o hızda fikrim yok . bunu da sağlayan sert süspansiyonlar zaten . yoldaki çukuru harfiyen size veriyor . çok başarılı gerçekten . bunun dışında benim kullandığım en baz modeli idi . bu sebeple malzeme kalitesi yerlerde . plastikler falan oynuyor baya baya . sinyal ve silecek kolları çok kullanışsız değil . 5 farklı silecek modu var mesela bu iyi bir özellik . standart modlar dışında 2 tane daha aralıklı çalıştırma modu var . kapılar tok sesli bu arada . yalnız bagaj kapağı zangır zangır açılıyor kapanıyor . o o kadar da tok sesli değil asla . geri viteste klasik şanzıman sıkıntısı mevcut . araba daha bin de bu arada . ama zaman zaman geri vitese geçirdiğimde vites kutusu aşağıya inecek diye bekledim . çünkü baya baya araba sallandı . şaka değil gerçek . bu araba neden alınabilir tam bir fikrim yok . aile sebebiyle belki alınabilir ama bunun yerine ikinci el skoda grubuna bakılabilir belki ki bence daha mantıklı . aile haricinde bu arabanın keyfine alınabileceğini düşünemiyorum . aklım almıyor .
fiat egea,54,fiat egea,8,"lineanın yanında uzay gemisidir, star trektir","lineanın yanında uzay gemisidir , star trektir"
fiat egea,54,fiat egea,9,1.3 multijet motorlu versiyonlarından ne yakıt tasarrufu ne de performans adına herhangi bir şey beklenmemesi gereken ve sadece ticari taksi olması için üretilmiş fiat marka otomobil.hantal kasası ve kör noktalarıyla size yolda güven vermez. öyle allah'ın cezası bir otomobildir. sıfır ve 2. elde de herhangi bir fiyat avantajı bulunmamaktadır. segmentine uygun olarak malzeme ve işçilik olarak da yüksek beklentilerinizin olmaması gerekir. özetle; o paraya öküz alırsınız.,1.3 multijet motorlu versiyonlarından ne yakıt tasarrufu ne de performans adına herhangi bir şey beklenmemesi gereken ve sadece ticari taksi olması için üretilmiş fiat marka otomobil . hantal kasası ve kör noktalarıyla size yolda güven vermez . öyle allahın cezası bir otomobildir . sıfır ve 2. elde de herhangi bir fiyat avantajı bulunmamaktadır . segmentine uygun olarak malzeme ve işçilik olarak da yüksek beklentilerinizin olmaması gerekir . özetle ; o paraya öküz alırsınız .
fiat egea,54,fiat egea,10,fiat'ın linea modeline nazaran leş gibi ürettiği araba. yol tutuş namına bir şey yok. virajlara çok dikkatli girin bu arabayla yolu hiç tutmuyor. bir de galiba bu arabayı stajyer mühendislere yaptırmışlar. arabanın saçma sapan bir dizaynı var. ne önü gözüküyor ne arkası ne sağı-solu. sürücü koltuğuna oturduğunuzda hiç hakim olamıyorsunuz araca. konsol kullanımi da ayrı bir zor zaten. hangi akla hizmet ürettiler anlamıyorum hiç. linea'nın yan aynalarıyla neredeyse kör noktayı sıfıra indirebilirsiniz. öyle güzel dizayn edilmiş. bu arabanın her yeri kör. yarı fiyatına verirseler alırım anca.,fiat'ın linea modeline nazaran leş gibi ürettiği araba . yol tutuş namına bir şey yok . virajlara çok dikkatli girin bu arabayla yolu hiç tutmuyor . bir de galiba bu arabayı stajyer mühendislere yaptırmışlar . arabanın saçma sapan bir dizaynı var . ne onu gözüküyor ne arkası ne sağı-solu . sürücü koltuğuna oturduğunuzda hiç hakim olamıyorsunuz araca . konsol kullanımı da ayrı bir zor zaten . hangi akla hizmet ürettiler anlamıyorum hiç . linea'nın yan aynalarıyla neredeyse kör noktayı sıfıra indirebilirsiniz . öyle güzel dizayn edilmiş . bu arabanın her yeri kör . yarı fiyatına verirseler alırım anca .
fiat egea,55,fiat egea,1,"130'u geçmeyince iyi araba. 130 dan sonra böyle zıplamalar, kaçmalar, bi kafasına göre salınmalar. gerçi rüzgarlı bir havada bursa otoyolunda denendi. * multimedia menüsü fena değil,camları basınca otomatik kapanmıyor, sonuna kadar basmak gerekir, çok mu pahalı bu mekanizma bilemiyorum ama bence değil,kemer tokalarına stoper koymamaları eksi,dikiz aynası dar. nedeeenn??vites geçişleri güzel.kalkarken patinaj çekmesiyle yurdum gencini de unutmamışlar.bagajın sonu görünmüyor.ayaktan gazı çekince yakıt tüketimi neden 2.0 gösteriyor anlamış değilim,100 km filan gittim fakat tüketimi biraz fazla geldi bana, bilemiyorum. genel olarak çok kötü değil fakat ufak dokunuşlarla daha iyi olabilirdi. bence fluence den iyi araba.edit: bakın çok enteresan, bagaj kapağını kapatmak içten tutamıyorsunuz.","130'u geçmeyince iyi araba . 130 dan sonra böyle zıplamalar , kaçmalar , bir kafasına göre salınmalar . gerçi rüzgarlı bir havada bursa otoyolunda denendi . * multimedia menüsü fena değil , camları basınca otomatik kapanmıyor , sonuna kadar basmak gerekir , çok mu pahalı bu mekanizma bilemiyorum ama bence değil , kemer tokalarına stoper koymamaları ekşi , dikiz aynası dar . neden ? ? vites geçişleri güzel . kalkarken patinaj çekmesiyle yurdum gencini de unutmamışlar . bagajın sonu görünmüyor . ayaktan gazi çekince yakıt tüketimi neden 2.0 gösteriyor anlamış değilim , 100 km filan gittim fakat tüketimi biraz fazla geldi bana , bilemiyorum . genel olarak çok kötü değil fakat ufak dokunuşlarla daha iyi olabilirdi . bence fluence den iyi araba . edit : bakın çok enteresan , bagaj kapağını kapatmak içten tutamıyorsunuz ."
