Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni,Stemli Entry
fiat egea,55,fiat egea,6,"1.6 benzin urban otomatik kullanıcısıyım. yorumların çoğunu görünce benim bindiğim araba ile bunlar bir mi diyorum. bahsedilen çoğu araç en alt seviye. yani boş araç. bunu bile bile şu yok, bu yok demenin anlamı ne?fiat çıkardı ya, laf atmak bedava zaten. bahsedilenlere eksili artılı değineyim. eksileri:lounge değil de urban(orta seviye) alırsanız aracın fitilleri eksik geliyor. 40? civarında bir fiyat. fazla önemli değil zaten. aşırı hız yapmadıkça rüzgar sesi içeri geçmiyor. şehir içi benzin yakım oranı biraz fazla. pedala basma değerlerini iyi kavrarsanız yakıt tüketimi 7'ye kadar düşüyor. ancak 7-9 arasının altında değil. çocuk kilidi yok. aslında var ancak sizin anahtarla eski tarzda çevirmeniz gerekiyor. camlar ön kapılar harici oto kalkmıyor. yani sürekli basılı tutmanız gerek. urban modelde dikiz aynası ışığı emmiyor. artıları:çelik jant (urban)araç sağlam. şöyle ki bana yandan bindiren araç içeri tamamen gömülürken benim araç az bir şey içeri girdi. hız sabitleyici çok iyi. yakıt tüketimini çok düşürüyor. öneririm. vites geçişlerini hissettirmiyor araç size. urban modelde kamera olmasa dahi park sinyalleri bulunmakta. 130'dan sonra savrulma yaptığı söylenmiş ancak 190'a yaklaştığımda gram sarsma yapmadı. ne kullandıysa artık. klima oldukça sağlam. sizi bekletmiyor eski araçlardaki gibi. açtığınız gibi içeriyi soğutmaya başlıyor bir iki dakikada. follow me far uygulaması var. bagaj hacmi çok geniş, aracın içi de öyle. multimedia iyi. bluetooth ve usb kablosuyla tüm müzikleri sıkıntısız aktarabilirsiniz. gelen aramalarda da problem yaratmadan sesi hoparlöre veriyor. tanım: gerçekten ezber bozan araç.altlarda bir mal arkadaş egea'nın puanı yok tabi demiş. zaten olmaz. avrupa'daki adı tipo. tabi sende zeka olmadığı için algılayamıyorsun. ek olarak bahsedilen euroncap'tan adını vermeyeyim bir lüks araç 2 yıldız aldı. beyin bedava. her şeye bok atın zaten.","1.6 benzin urban otomatik kullanıcısıyım . yorumların çoğunu görünce benim bindiğim araba ile bunlar bir mi diyorum . bahsedilen çoğu araç en alt seviye . yani boş araç . bunu bilebile su yok , bu yok demenin anlamı ne ? fiyat çıkardı ya , laf atmak bedava zaten . bahsedilenlere ekşili artılı değineyim . eksileri : lounge değil de urban ( orta seviye ) alırsanız aracın fitilleri eksik geliyor . 40 ? civarında bir fiyat . fazla önemli değil zaten . aşırı hız yapmadıkça rüzgar sesi içeriye geçmiyor . şehir içi benzin yakım oranı biraz fazla . pedala basma değerlerini iyi kavrarsanız yakıt tüketimi 7'ye kadar düşüyor . ancak 7-9 arasının altında değil . çocuk kilidi yok . aslında var ancak sizin anahtarla eski tarzda çevirmeniz gerekiyor . camlar ön kapılar harici oto kalkmıyor . yani sürekli basılı tutmanız gerek . urban modelde dikiz aynası ışığı emmiyor . artıları : çelik jant ( urban ) araç sağlam . şöyle ki bana yandan bindiren araç içeriye tamamen gömülürken benim araç az bir şey içeri girdi . hız sabitleyici çok iyi . yakıt tüketimini çok düşürüyor . öneririm . vites geçişlerini hissettirmiyor araç size . urban modelde kamera olmasa dahi park sinyalleri bulunmakta . 130'dan sonra savrulma yaptığı söylenmiş ancak 190'a yaklaştığımda gram sarsma yapmadı . ne kullandıysa artık . klima oldukça sağlam . sizi bekletmiyor eski araçlardaki gibi . açtığınız gibi içeriyi soğutmaya başlıyor bir iki dakikada . follow me far uygulaması var . bagaj hacmi çok geniş , aracın içi de öyle . multimedia iyi . bluetooth ve usb kablosuyla tüm müzikleri sıkıntısız aktarabilirsiniz . gelen aramalarda da problem yaratmadan sesi hoparlöre veriyor . tanım : gerçekten ezber bozan araç . altlarda bir mal arkadaş egea'nın puanı yok tabi demiş . zaten olmaz . avrupa'daki adı tipo . tabi sende zeka olmadığı için algılayamıyorsun . ek olarak bahsedilen euroncaptan adını vermeyeyim bir lüks araç 2 yıldız aldı . beyin bedava . her şeye bok atın zaten .","1.6 benzin urban otomatik kullanıcısıyım. yorum çok görü ben bindik araba il bun bir mi diyorum. bahsedilen çok araç en alt seviye. yan boş araç. bun bil bil şu yok, bu yok deme anla ne?fiat çıkar ya, laf atmak bedav zaten. bahsedilen eksi artı değineyim. eksileri:lounge değil de urban(orta seviye) alır araç fitil eksik geliyor. 40? civar bir fiyat. fazl önem değil zaten. aşır hız yapmadıkç rüzgar ses içer geçmiyor. şehir iç benzin yak oran biraz fazla. peda basm değer iyi kavrar yakıt tüket 7'ye kadar düşüyor. ancak 7-9 ara alt değil. çocuk kili yok. asl var ancak siz anahtar esk tarz çevirme gerekiyor. cam ön kapı hariç oto kalkmıyor. yan sürek bası tutma gerek. urban model dik ayna ışık emmiyor. artıları:çelik jant (urban)araç sağlam. şöyl ki ban yan bindiren araç içer tamamen gömülür ben araç az bir şey içer girdi. hız sabitleyiç çok iyi. yakıt tüketim çok düşürüyor. öneririm. vites geçiş hissettirmiyor araç size. urban model kamera olma dahi park sinyal bulunmakta. 130'dan sonr savrulm yaptık söylen ancak 190'a yaklaştık gram sars yapmadı. ne kullant artık. klima oldukç sağlam. siz bekletmiyor esk araç gibi. açtık gip içeri soğutma başlıyor bir ik dakikada. follow me far uygulama var. bagaj hacmi çok geniş, araç iç de öyle. multimedia iyi. bluetooth ve usb kablo tüm müzik sıkıntıs aktarabilirsiniz. gelen arama da problem yaratma ses hoparlör veriyor. tanım: gerçek ezber bozan araç.altlarda bir mal arkadaş egea'nın puan yok tabi demiş. zaten olmaz. avrupa'daki ad tipo. tabi sen zeka olmadık iç algılayamıyorsun. ek olarak bahsedilen euroncap'tan adın verme bir lüks araç 2 yıldız aldı. bey bedava. her şe bok at zaten."
fiat egea,55,fiat egea,7,"neden bu kadar sallandığını anlamadığım araç. en boş modeliyle ortalama 1000 kilometre yapma fırsatı buldum. fren disklerinin ses yapması dışında hiçbir eksiğini görmedim. aile arabası olarak geçmesine rağmen bastığında gayet de gazı hissettiriyor, çok seri şekilde kaçabiliyor. şehir dışı 4, şehir içi 6.6 litre gördüm ortalama olarak. hız olarak da düz yolda 195'den sonra düşmeye başlıyor ibre. ses yalıtımı ve konforu ayriyeten kendine aşık etti. gerçekten başarılı olmuş, en boş modeli bile gayet konforlu ve lüks hissettirebiliyor. ben otomobilden çok anlayan biri değilim ancak alınabilir listesine girdi benim için.","neden bu kadar sallandığını anlamadığım araç . en boş modeliyle ortalama 1000 kilometre yapma fırsatı buldum . fren disklerinin ses yapması dışında hiçbir eksiğini görmedim . aile arabası olarak geçmesine rağmen bastığında gayet de gazi hissettiriyor , çok seri şekilde kaçabiliyor . şehir dışı 4 , şehir içi 6.6 litre gördüm ortalama olarak . hız olarak da düz yolda 195'den sonra düşmeye başlıyor ibre . ses yalıtımı ve konforu ayrıyeten kendine aşık etti . gerçekten başarılı olmuş , en boş modeli bile gayet konforlu ve lüks hissettirebiliyor . ben otomobilden çok anlayan biri değilim ancak alınabilir listesine girdi benim için .","ne bu kadar sallandık anlamadık araç. en boş mode ortala 1000 kilometr yapma fırsat buldum. fren disk ses yapma dış hiçbir eksik görmedim. ail araba olarak geçme rağmen bastık gayet de gaz hissettiriyor, çok ser şekil kaçabiliyor. şehir dış 4, şehir iç 6.6 litre gört ortala olarak. hız olarak da düz yol 195'den sonr düşme başlıyor ibre. ses yalıt ve konfor ayriye kent aşık etti. gerçek başarı olmuş, en boş mode bil gayet konfor ve lüks hissettirebiliyor. ben otomobil çok anlayan bir değil ancak alınabilir liste girt ben için."
fiat egea,55,fiat egea,8,"sene olmuş 2017 geyiğine girmek istemiyorum ama cuk oturuyor. sene olmuş 2017 euro ncap'den anca 3 yıldız alabilen araba. egea'nın puanı yok tabi, hatchback versiyonu 3 yıldız alabildi standart donanımla. smart'ın bile 4 yıldızı koparttığı ortamda ayıp denen bir şey var. 5 yıldız güvenlik standartını sağlayamadıktan sonra istersen ferrari tasarımcısına yaptır arabayı. sonra aile arabası diye pazarlama yap, çocuk yolcu güvenliği %60.http://www.euroncap.com/tr/results/fıat/tipo/25457","sene olmuş 2017 geyiğine girmek istemiyorum ama cuk oturuyor . sene olmuş 2017 euro ncapden anca 3 yıldız alabilen araba . egea'nın puanı yok tabi , hatchback versiyonu 3 yıldız alabildi standart donanımla . smart'ın bile 4 yıldızı koparttığı ortamda ayıp denen bir şey var . 5 yıldız güvenlik standardını sağlayamadıktan sonra istersen ferrari tasarımcısına yaptır arabayı . sonra aile arabası diye pazarlama yap , çocuk yolcu güvenliği %60. http://www.euroncap.com/tr/results/fiat/tıpo/25457","sen ol 2017 geyik girmek istemiyor am cuk oturuyor. sen ol 2017 euro ncap'den anç 3 yıldız alabilen araba. egea'nın puan yok tabi, hatchback versiyon 3 yıldız alabil standart donanımla. smart'ın bil 4 yıldız koparttık orta ayıp denen bir şey var. 5 yıldız güvenlik standart sağlayamadık sonr ister ferrari tasarımcı yap arabayı. sonr ail araba di pazarla yap, çocuk yolç güvenlik %60.http://www.euroncap.com/tr/results/fıat/tipo/25457"
fiat egea,55,fiat egea,9,"arabaların sağlamlığı yanlış yorumlanıyor.bu başlıktaki iki entryden birinde arabanın sağlam olmadığı söylenmiş. sebep olarak da 301'e yandan giren bir egeanın kaputun yarısına kadar göçmesi, hava yastıklarının açılması ancak 301'de ise sadece kapı ve çamurluğun yamulması gösterilmiş.diğer bir entryde ise aracın sağlam olduğu söylenmiş. sebep olarak da bu araca yandan giren bir aracın ön tarafının dağıldığı ancak buna bi şey olmadığı gösterilmiş.benim vereceğim bilgi ise şu, yeni arabalarda (yeni dediğim nerden baksan 15 yıldır belki de daha fazla bütün arabalarda böyle artık) artık aracın ön tarafı kaza anında katlanmak ve darbeyi emmek üzerine kuruluyor. yani egea'ya yandan vuran arabanın ve 301'e yandan vuran egea'nın dağılmasının sebebi bu. yani aracın ön tarafı ne kadar sağlam durursa siz aracın içinde o kadar darbe yersiniz.---araçla ilgili yorumum da çok kısa olucak. 1.3 dizel olanının şanzıman aralıkları çok dar olduğu için 5 vites yetmemiş. 130-140'tan itibaren araba çok bağırıyor. evet yine 200e kadar yolu var ama uzun yolda çok rahatsız edici. 1.6 dizel olanında böyle bir sorun yok.","arabaların sağlamlığı yanlış yorumlanıyor . bu başlıktaki iki Gentry'den birinde arabanın sağlam olmadığı söylenmiş . sebep olarak da 301'e yandan giren bir egenin kaputun yarısına kadar göçmesi , hava yastıklarının açılması ancak 301'de ise sadece kapı ve çamurluğun yamulması gösterilmiş . diğer bir Gentry'de ise aracın sağlam olduğu söylenmiş . sebep olarak da bu araca yandan giren bir aracın ön tarafının dağıldığı ancak buna bir şey olmadığı gösterilmiş . benim vereceğim bilgi ise şu , yeni arabalarda ( yeni dediğim nerden baksan 15 yıldır belki de daha fazla bütün arabalarda böyle artık ) artık aracın ön tarafı kaza anında katlanmak ve darbeyi emmek üzerine kuruluyor . yani egea'ya yandan vuran arabanın ve 301'e yandan vuran egea'nın dağılmasının sebebi bu . yani aracın ön tarafı ne kadar sağlam durursa siz aracın içinde o kadar darbe yersiniz . - - - araçla ilgili yorumum da çok kısa olucak . 1.3 dizel olanının şanzıman aralıkları çok dar olduğu için 5 vites yetmemiş . 130-140'tan itibaren araba çok bağırıyor . evet yine 200e kadar yolu var ama uzun yolda çok rahatsız edici . 1.6 dizel olanında böyle bir sorun yok .","araba sağlamlık yanlış yorumlanıyor.bu başlık ik entry bir araba sağla olmadık söylenmiş. sebep olarak da 301'e yan giren bir egea kapu yarı kadar göçmesi, hav yastık açılma ancak 301'de is sade kap ve çamurluk yamulma gösterilmiş.diğer bir entry is araç sağla olduk söylenmiş. sebep olarak da bu ara yan giren bir araç ön taraf dağıldık ancak bun bi şey olmadık gösterilmiş.benim verecek bilgi is şu, yen araba (yeni dedik ner bak 15 yıl belk de dah fazl bütün araba böyl artık) ar araç ön taraf kaz anın katlanmak ve darbe emmek üzer kuruluyor. yan egea'ya yan vuran araba ve 301'e yan vuran egea'nın dağılma sebep bu. yan araç ön taraf ne kadar sağla durur siz araç iç o kadar darbe yersiniz.---araçla ilgi yor da çok kıs olucak. 1.3 dizel olan şanzıman aralık çok dar olduk iç 5 vites yetmemiş. 130-140'tan itibaren araba çok bağırıyor. evet yin 200e kadar yol var am uzun yol çok rahats edici. 1.6 dizel olan böyl bir sor yok."
fiat egea,55,fiat egea,10,"ncap'den aldığı yızldız sayısına göre güvenli değildir denemez. detaylara bakıldığında vw jetta ve golf, focus, astra gibi rakiplerine denk bir sağlamlığı bulunmakta.","ncapden aldığı yizldız sayısına göre güvenli değildir denemez . detaylara bakıldığında vw jetta ve golf , focus , astra gibi rakiplerine denk bir sağlamlığı bulunmakta .","ncap'den aldık yızlt sayı gör güven değil denemez. detay bakıldık vw jetta ve golf, focus, astra gip rakip denk bir sağlamlık bulunmakta."
fiat egea,56,fiat egea,1,otobanda sol şeride çıkabilen fiat modeli. tebrikler. tabi şirket aracı olması +15 beygir ekledıgı gerçeğini unutmamak gerek. o kadar yüklenince eşek olsa koşar.,otobanda sol şeride çıkabilen fiat modeli . tebrikler . tabi şirket aracı olması +15 beygir eklediği gerçeğini unutmamak gerek . o kadar yüklenince eşek olsa koşar .,otoban sol şeri çıkabilen fiat modeli. tebrikler. tabi şirket araç olma +15 beygir ekledıg gerçek unutmamak gerek. o kadar yüklen eşek ols koşar.
fiat egea,56,fiat egea,2,"manuel olanları bir ara 3. vitesten atıyordu bunların, sahi nooldu o iş, düzelttiler mi o bug'ı?","manuel olanları bir ara 3. vitesten atıyordu bunların , sahi noldu o iş , düzelttiler mi o bağı ?","manuel olan bir ar 3. vites atıyor bunların, sahi nool o iş, düzelt mi o bug'ı?"
fiat egea,56,fiat egea,3,"ülke piyasası ve araçların seviyesi ortadayken bu araca "" hayatımda bindiğim en kötü araç"" demenin iki sebebi olabilir. ya önyargılısın yada pek bir araba görmemişsin. ayrıca overrated filan değildir. kimse abartmıyor bu arabayı. hatta insanlar reprezant arabası gözüyle bakıyor. satın almak için çok bekleyip hayal kırıklığı yaşadım ve bu sebeple corolla aldım. hani bende pek beğenmiyorum ama eleştirirken seviyesiz olmamak lazım.ayrıca 120bg ve 320nm tork üreten mjet2 dizel motoru harikadır.edit: mobilden kaynaklı yazım hataları.","ülke piyasası ve araçların seviyesi ortadayken bu araca "" hayatımda bindiğim en kötü araç "" demenin iki sebebi olabilir . ya önyargılısın yada pek bir araba görmemişsin . ayrıca överrated filan değildir . kimse abartmıyor bu arabayı . hatta insanlar reprezant arabası gözüyle bakıyor . satın almak için çok bekleyip hayal kırıklığı yaşadım ve bu sebeple corolla aldım . hani bende pek beğenmiyorum ama eleştirirken seviyesiz olmamak lazım . ayrıca 120bg ve 320nm tork üreten mjet2 dizel motoru harikadır . edit : mobilden kaynaklı yazım hataları .","ülk piyasa ve araç seviye ortadayken bu ara "" hayat bindik en kötü araç"" deme ik sebep olabilir. ya önyargı ya pek bir araba görmemişsin. ayrı overrated filan değildir. kims abartmıyor bu arabayı. hat insan reprezant araba gözü bakıyor. sat almak iç çok bekleyip hayal kırıklık yaşa ve bu sebep corol aldım. hani ben pek beğenmiyor am eleştirir seviyes olmamak lazım.ayrıca 120bg ve 320nm tork üre mjet2 dizel motor harikadır.edit: mobil kaynak yaz hataları."
fiat egea,56,fiat egea,4,1.3 multijeti onermedigim araç.,1.3 multijeti önermediğim araç .,1.3 multij onermedig araç.
fiat egea,56,fiat egea,5,"vw tiguan 1.4 tsı 125hp 110.000 tl, fiat egea hb 1.6 101. 000 tl. yorumsuz. birisi en donanımlı olanı, diğeri en boşu olsa bile yan yana gelemeyecek 2 araç. edit: kendimi tutamamışım, yorum yapmışım. :))","vw tiguan 1.4 tsı 125hp 110.000 tl , fiyat eğer hb 1.6 101. 000 tl. yorumsuz . biri en donanımlı olanı , diğeri en boşu olsa bile yan yana gelemeyecek 2 araç . edit : kendimi tutamamışım , yorum yapmışım . :) )","vw tiguan 1.4 tsı 125hp 110.000 tl, fiat egea hb 1.6 101. 000 tl. yorumsuz. biri en donanım olanı, diğer en boş ols bil yan yan gelemeyecek 2 araç. edit: kent tutamamışım, yor yapmışım. :))"
fiat egea,56,fiat egea,6,"vw tiguan 2.0 220.000 tlbmw x3 2.0 240.000 tl..yorumsuz. biri en donanimli, biri en boşu olsa bile yanyana asla gelemeyecek 2 araç.peşin edit: kendimi tutamamışım, cevap yazmışım :)bir de tanım: en üst donanim dizel otomatiği 100'ün üstüne çıksa bile kendi segmentinin en ucuz arabası. ne kadar ekmek o kadar köfte.","vw tiguan 2.0 220.000 tlbmw x3 2.0 240.000 tl . yorumsuz . biri en donanımlı , biri en boşu olsa bile yanyana asla gelemeyecek 2 araç . peşin edit : kendimi tutamamışım , cevap yazmışım :) bir de tanım : en üst donanım dizel otomatiği 100'ün üstüne çıksa bile kendi segmentinin en ucuz arabası . ne kadar ekmek o kadar köfte .","vw tiguan 2.0 220.000 tlbmw x3 2.0 240.000 tl..yorumsuz. bir en donanimli, bir en boş ols bil yanyan asl gelemeyecek 2 araç.peşin edit: kent tutamamışım, cevap yaz :)bir de tanım: en üst donanim dizel otomatik 100'ün üst çıks bil kent segment en uç arabası. ne kadar ekmek o kadar köfte."
fiat egea,56,fiat egea,7,blogum için 11000 kelimelik egea yazısı yazsaydım 10500 kelimesi onun hakkında olmazdı.,blogum için 11000 kelimelik eğer yazısı yazsaydım 10500 kelimesi onun hakkında olmazdı .,blog iç 11000 kelimelik egea yazı yazs 10500 kelime on hakk olmazdı.
